sequence number,asset,time (from exchange),ask,ask size,bid,bid size
6718117285,1747531500111985505,cAVAXUSD,223100.0,523.0,223100.0,0.0
6718115575,1747531481649924825,cSOLUSD,,,1670600.0,3496.0
6718115581,1747531481818086042,cXRPUSD,,,23578.0,28800.0
6718115526,1747531480634405766,cLINKUSD,,,153490.0,21000.0
6718115385,1747531478434062386,cSUIUSD,37788.0,127.0,,
19615294468,1747531500304989695,BTCUSD,1032684000.0,0.0,,
6718116071,1747531487050114555,cETHUSD,,,24829200.0,1918.0
6718116192,1747531488329744336,cADAUSD,,,7433.0,400.0
6718117341,1747531500129584766,cAVAXUSD,223100.0,659.0,,
6718115658,1747531482856160378,cXRPUSD,,,23614.0,228.0
6718115576,1747531481716371914,cSOLUSD,,,1661700.0,0.0
6718115529,1747531480781959483,cLINKUSD,153860.0,0.0,,
6718115386,1747531478477704958,cSUIUSD,37787.0,3470.0,,
19615294529,1747531500344320036,BTCUSD,1032771000.0,307883.0,1032734000.0,170000.0
6718116075,1747531487062141544,cETHUSD,24829300.0,8614.0,24829200.0,68.0
6718116198,1747531488349156602,cADAUSD,,,7433.0,0.0
6718117651,1747531501126998835,cAVAXUSD,223100.0,136.0,,
6718115577,1747531481722995956,cSOLUSD,,,1661600.0,13632.0
6718115694,1747531483227608772,cXRPUSD,23626.0,23284.0,23625.0,0.0
6718115583,1747531481988954863,cLINKUSD,153860.0,2632.0,,
6718115394,1747531478499666857,cSUIUSD,37787.0,0.0,37781.0,5436.0
19615294587,1747531500361724000,BTCUSD,1032735000.0,93106.0,1032713000.0,753.0
6718116076,1747531487102222234,cETHUSD,24829300.0,10481.0,,
6718116261,1747531488445056583,cADAUSD,7433.0,807.0,7432.0,577.0
6718117707,1747531501608091392,cAVAXUSD,223100.0,271.0,,
6718115741,1747531483256197888,cXRPUSD,23624.0,691.0,23619.0,0.0
6718115579,1747531481769467576,cSOLUSD,,,1670600.0,425.0
6718115587,1747531481999118562,cLINKUSD,153860.0,8.0,153840.0,6618.0
6718115401,1747531478534966884,cSUIUSD,,,37784.0,125.0
19615294604,1747531500377314642,BTCUSD,1032735000.0,356236.0,1032734000.0,172066.0
6718116290,1747531488558113491,cETHUSD,,,24829200.0,0.0
6718116282,1747531488491288457,cADAUSD,7434.0,1812.0,7432.0,1384.0
6718117713,1747531501637190310,cAVAXUSD,223100.0,756.0,,
6718115590,1747531482050125244,cSOLUSD,,,1670600.0,0.0
6718115750,1747531483271836504,cXRPUSD,,,23609.0,675.0
6718115589,1747531482046131229,cLINKUSD,,,153850.0,135.0
19615294608,1747531500385478970,BTCUSD,1032735000.0,393873.0,1032683000.0,101662.0
6718116308,1747531488614631785,cETHUSD,24828100.0,1850.0,24825000.0,2870.0
6718116285,1747531488528965470,cADAUSD,7433.0,400.0,,
6718117779,1747531501967879612,cAVAXUSD,,,223000.0,1439.0
6718115766,1747531483342584661,cXRPUSD,23623.0,23284.0,,
6718115663,1747531482881735774,cSOLUSD,,,1670600.0,10944.0
6718115643,1747531482208050889,cLINKUSD,153860.0,0.0,153840.0,137.0
6718115444,1747531479034207003,cSUIUSD,,,37784.0,125.0
19615294613,1747531500462065459,BTCUSD,1032735000.0,425842.0,1032734000.0,196104.0
6718116313,1747531488638524280,cETHUSD,24830400.0,1.0,24815100.0,0.0
6718116332,1747531488729551494,cADAUSD,7433.0,0.0,,
6718117810,1747531501968499945,cAVAXUSD,,,223000.0,774.0
6718115665,1747531482889962290,cSOLUSD,,,1670600.0,425.0
6718115768,1747531483375149594,cXRPUSD,23623.0,0.0,,
6718115644,1747531482247967817,cLINKUSD,,,153850.0,0.0
6718115446,1747531479199947839,cSUIUSD,37788.0,0.0,,
19615294627,1747531500515403245,BTCUSD,1032735000.0,429799.0,1032734000.0,279911.0
6718116318,1747531488684702659,cETHUSD,,,24823200.0,0.0
6718117862,1747531502131592361,cAVAXUSD,,,223000.0,267.0
6718115770,1747531483437688224,cXRPUSD,23623.0,23284.0,,
6718115670,1747531483003208764,cSOLUSD,,,1670600.0,0.0
6718115645,1747531482278035238,cLINKUSD,,,153760.0,0.0
6718115455,1747531479225122397,cSUIUSD,37789.0,1197.0,37784.0,252.0
19615294634,1747531500556409169,BTCUSD,1032735000.0,456641.0,1032734000.0,299911.0
6718116333,1747531488761148566,cETHUSD,,,24828000.0,13845.0
6718116356,1747531489098984597,cADAUSD,,,7433.0,400.0
6718117909,1747531502187543518,cAVAXUSD,,,223000.0,135.0
6718115780,1747531483559076912,cSOLUSD,,,1670500.0,4015.0
6718115772,1747531483460494886,cXRPUSD,23623.0,0.0,,
6718115651,1747531482606579847,cLINKUSD,,,153770.0,0.0
6718115459,1747531479271129370,cSUIUSD,37788.0,127.0,37784.0,127.0
19615294636,1747531500573943839,BTCUSD,,,1032734000.0,344123.0
6718116359,1747531489201954713,cADAUSD,,,7433.0,0.0
6718117939,1747531502221437014,cAVAXUSD,,,222700.0,6187.0
6718115783,1747531483643857017,cXRPUSD,23624.0,0.0,,
6718115655,1747531482841659496,cLINKUSD,153860.0,2777.0,153840.0,0.0
6718115462,1747531479360398952,cSUIUSD,37788.0,0.0,,
19615294649,1747531500583094871,BTCUSD,1032735000.0,478375.0,1032734000.0,503985.0
6718116338,1747531488791978286,cETHUSD,,,24827900.0,7254.0
6718116377,1747531489210203850,cADAUSD,7433.0,400.0,,
6718118005,1747531502629492754,cAVAXUSD,,,221000.0,0.0
6718116007,1747531485940348168,cSOLUSD,,,1670600.0,425.0
6718115804,1747531483764159071,cXRPUSD,23625.0,4540.0,,
6718115656,1747531482849370728,cLINKUSD,153850.0,135.0,,
6718115473,1747531479434063681,cSUIUSD,37789.0,945.0,,
19615294652,1747531500646038299,BTCUSD,1032735000.0,498375.0,,
6718116351,1747531488951063630,cETHUSD,24829300.0,3717.0,,
6718116444,1747531489238594487,cADAUSD,7433.0,400.0,,
6718118010,1747531502639258878,cAVAXUSD,,,223000.0,0.0
6718115826,1747531483986824398,cXRPUSD,23624.0,11353.0,,
6718116008,1747531486002640061,cSOLUSD,,,1670600.0,845.0
6718115667,1747531482918706659,cLINKUSD,153860.0,137.0,,
6718115474,1747531479506806563,cSUIUSD,37789.0,1070.0,,
19615294653,1747531500676427599,BTCUSD,1032735000.0,478375.0,,
6718116360,1747531489203154852,cETHUSD,,,24820200.0,0.0
6718116459,1747531489252741882,cADAUSD,7433.0,0.0,7432.0,1350.0
6718118020,1747531502698420775,cAVAXUSD,,,223000.0,135.0
6718116045,1747531486478199308,cSOLUSD,,,1670600.0,425.0
6718115827,1747531483994431519,cXRPUSD,23624.0,0.0,,
6718115721,1747531483237289586,cLINKUSD,153850.0,272.0,,
6718115475,1747531479514440465,cSUIUSD,37789.0,1197.0,,
19615294654,1747531500999745079,BTCUSD,,,1032728000.0,11111.0
6718116395,1747531489215277015,cETHUSD,24829300.0,15140.0,24828000.0,0.0
6718116474,1747531489314293387,cADAUSD,7433.0,400.0,,
6718118028,1747531502763467912,cAVAXUSD,,,223000.0,135.0
6718115828,1747531484074662605,cXRPUSD,23624.0,11353.0,,
6718116046,1747531486517116475,cSOLUSD,,,1667800.0,50138.0
6718115724,1747531483238433218,cLINKUSD,153860.0,0.0,153830.0,135.0
6718115477,1747531479611727567,cSUIUSD,37788.0,127.0,,
19615294655,1747531501015198024,BTCUSD,,,1032507000.0,4985.0
6718116445,1747531489240410031,cETHUSD,24827900.0,145.0,24826900.0,0.0
6718116479,1747531489449626537,cADAUSD,7433.0,0.0,,
6718118068,1747531503439648425,cAVAXUSD,,,223000.0,0.0
6718116047,1747531486524287636,cSOLUSD,,,1667600.0,2040.0
6718115830,1747531484083890361,cXRPUSD,23624.0,0.0,,
6718115773,1747531483465830647,cLINKUSD,153850.0,135.0,,
6718115492,1747531479968482477,cSUIUSD,37785.0,5436.0,37784.0,0.0
19615294657,1747531501184884949,BTCUSD,1032918000.0,0.0,,
6718116463,1747531489260638493,cETHUSD,24827400.0,4016.0,24822100.0,3073.0
6718116480,1747531489495689800,cADAUSD,,,7433.0,400.0
6718118115,1747531503463160142,cAVAXUSD,223000.0,135.0,,
6718115837,1747531484316284177,cXRPUSD,23624.0,11353.0,,
6718116062,1747531486650452072,cSOLUSD,,,1670600.0,845.0
6718115779,1747531483550062608,cLINKUSD,153850.0,272.0,,
6718115499,1747531480006253089,cSUIUSD,37784.0,252.0,37778.0,252.0
19615294659,1747531501196143817,BTCUSD,1032771000.0,1175.0,,
6718116472,1747531489291705307,cETHUSD,24827400.0,8402.0,,
6718116517,1747531489941930582,cADAUSD,,,7396.0,0.0
6718118207,1747531503634914909,cAVAXUSD,223000.0,271.0,,
6718116069,1747531486765974429,cSOLUSD,,,1670600.0,0.0
6718115843,1747531484334569281,cXRPUSD,23624.0,23284.0,23609.0,1366.0
6718115501,1747531480083986025,cSUIUSD,37784.0,0.0,,
19615294660,1747531501720480619,BTCUSD,1032735000.0,459474.0,,
6718116476,1747531489360644629,cETHUSD,24827400.0,8414.0,,
6718116523,1747531490215126791,cADAUSD,,,7433.0,807.0
6718118258,1747531503664667614,cAVAXUSD,223000.0,756.0,,
