sequence number,asset,time (from exchange),ask,ask size,bid,bid size
37434719064,ETHUSDT,1747601479005504222,,,2392.99,1.43
47259897347,SUIUSDT,1747601479477292229,3.7919,5983,,
47259897188,u1000PEPEUSDT,1747601478987784264,,,0.0130466,93173
37434719129,XRPUSDT,1747601479156008798,2.3698,0,,
35027133690,OPUSDT,1747601479972416177,0.6895,144.2,,
48452506698,BNBUSDT,1747601481201673284,639.97,0,,
37434719226,DOGEUSDT,1747601479364087955,,,0.22305,10203
37434718808,SOLUSDT,1747601478781158126,167,0,,
37434719539,BTCUSDT,1747601479949746080,,,104062.8,3.865
37434719069,ETHUSDT,1747601479021440673,,,2392.98,2.73
37434721823,ADAUSDT,1747601484191336401,0.7334,0,,
48452506730,BNBUSDT,1747601481250299358,639.97,1.85,,
37434719150,XRPUSDT,1747601479225352024,2.3699,0,2.3698,525
35027133777,OPUSDT,1747601480151874810,0.6895,339.2,,
47259897228,u1000PEPEUSDT,1747601479060616414,,,0.013041,19250
37434719231,DOGEUSDT,1747601479381489702,0.22313,43718,0.22305,8603
47259897408,SUIUSDT,1747601479500285829,3.7919,555,3.7908,66
37434719580,BTCUSDT,1747601479958440114,104087.8,0.24,104054.4,0
37434718864,SOLUSDT,1747601478813735038,167.01,4.75,166.98,4.83
37434719077,ETHUSDT,1747601479053673939,,,2392.99,2.43
35027133788,OPUSDT,1747601480176041913,0.6895,534,,
37434719252,DOGEUSDT,1747601479427177245,0.22306,2070,0.22305,8603
37434719182,XRPUSDT,1747601479256243106,2.37,3657.91,2.3698,1525
47259897251,u1000PEPEUSDT,1747601479087493686,0.0130628,0,,
48452506818,BNBUSDT,1747601481491997944,639.97,0,,
47259897452,SUIUSDT,1747601479541825356,3.7929,0,3.7897,55
37434721999,ADAUSDT,1747601484721209838,0.7334,1216.98,,
